,beer_id,abv,style,brewery
1402,1421566,0.07,Porter - American,3rd Sign Brewery
1403,5441,0.1,IPA - Imperial / Double,Boulder Beer Company
1404,1318866,0.09,IPA - Imperial / Double,Like Minds
1405,69373,0.05,Saison / Farmhouse Ale,Perennial Artisan Ales
1406,1794779,0.121,Stout - Imperial / Double,New Holland Brewing Company
1407,1946706,0.12,Belgian Quad,Miller Valley Brewing
1408,807322,0.06,Porter - American,Wasatch Brewery
1409,1864541,0.09300000000000001,Stout - Russian Imperial,Like Minds
1410,1801559,0.07,Sour - American Wild Ale,Almanac Beer Company
1411,1775666,0.08800000000000001,IPA - Imperial / Double,Ale Asylum
1412,162,0.055,Red Ale - American Amber / Red,Rush River Brewing
1413,1770495,0.09,Stout - Imperial / Double,3rd Sign Brewery
1414,1774090,0.11,Stout - Russian Imperial,3rd Sign Brewery
1415,1211126,0.045,Sour - Gose,Sierra Nevada Brewing Co.
1416,38001,0.051,Lager - Helles,Staatliches Hofbräuhaus München
1417,5409,0.105,Barleywine - American,3 Floyds Brewing Company
1418,1743544,0.07,IPA - American,New Belgium Brewing Company
1419,1916294,0.06620000000000001,Saison / Farmhouse Ale,District 14 Brewery and Pub
1420,1956612,0.049100000000000005,Red Ale - American Amber / Red,District 14 Brewery and Pub
1421,1940949,0.0589,Porter - American,District 14 Brewery and Pub
1422,1951298,0.06420000000000001,Stout - Imperial Milk / Sweet,District 14 Brewery and Pub
1423,1520142,0.05,Pale Wheat Ale - American,Wisconsin Brewing Company
1424,5839,0.052000000000000005,Fruit Beer,Charles Wells Brewery
1425,10238,0.065,IPA - American,Potosi Brewing Company
1426,463143,0.069,IPA - American,Lake Monster Brewing
1427,1732635,0.08199999999999999,IPA - American,Lakeville Brewing Co
1428,243512,0.049,Stout - Milk / Sweet,NorthGate Brewing
1429,1242,0.057,Red Ale - American Amber / Red,Coronado Brewing Company
1430,6885,0.06,Cider,Blackthorn
1431,82432,0.055,Cider,Angry Orchard Cider Company
1432,19686,0.05,Lager - Pale,New Glarus Brewing Company
1433,8843,0.057999999999999996,Pale Ale - American,Kona Brewing Company
1434,519938,0.043,Lager - American Light,Nano 108 Brewing Company
1435,3952,0.06,IPA - American,Dogfish Head Craft Brewery
1436,1553197,0.057999999999999996,Porter - Other,Surly Brewing Company
1437,1788698,0.095,Belgian Strong Dark Ale,New Belgium Brewing Company
1438,169796,0.065,IPA - Black / Cascadian Dark Ale,Indeed Brewing Company
1439,275794,0.065,Stout - Oatmeal,Canal Park Brewing Company
1440,1926224,0.062000000000000006,Brown Ale - American,Roundhouse Brewery
1441,909783,0.069,Smoked Beer,Hammerheart Brewing Company
1442,1578509,0.09,IPA - Imperial / Double,Big Axe Brewing Co. (Minnesota)
1443,1601754,0.055999999999999994,Porter - Other,Roundhouse Brewery
1444,1553,0.075,IPA - American,Bear Republic Brewing Co.
1445,1864147,0.05,Fruit Beer,Forager Brewery
1446,1214100,0.085,Stout - American Imperial / Double,Forager Brewery
1447,48133,0.052000000000000005,Pale Ale - English,Granite City Food & Brewery
1448,8698,0.066,Saison / Farmhouse Ale,Surly Brewing Company
1449,651406,0.085,IPA - Imperial / Double,Ballast Point Brewing & Spirits
1450,1784767,0.08900000000000001,Scotch Ale / Wee Heavy,Roundhouse Brewery
1451,1941879,0.092,Doppelbock ,Forager Brewery
1452,1844406,0.045,Blonde Ale,Ballast Point Brewing & Spirits
1453,285658,0.07,IPA - American,Ballast Point Brewing & Spirits
1454,1937577,0.061,IPA - American,Forager Brewery
1455,5558,0.07,IPA - American,Ballast Point Brewing & Spirits
1456,1532404,0.055,Cream Ale,Roundhouse Brewery
1457,295948,0.083,Saison / Farmhouse Ale,Ore Dock Brewing Company
1458,7853,0.05,Witbier,Bell's Brewery
1459,4537,0.12,IPA - Imperial / Double,Dark Horse Brewing Co.
1460,1409,0.055,Lager - Pale,Tyskie Browary Książęce (Kompania Piwowarska)
1461,2025,0.052000000000000005,Porter - American,Deschutes Brewery
1462,30528,0.075,Porter - American,Great Lakes Brewing Company
1463,1469345,0.048,Lager - Amber,Forgotten Fire Brewing Company
1464,65644,0.057999999999999996,Pale Ale - American,Toppling Goliath Brewing
1465,1166,0.08,Porter - American,Barley John's Brewpub
1466,1386804,0.045,Witbier,3rd Sign Brewery
1467,12438,0.08750000000000001,Winter Warmer,Dark Horse Brewing Co.
1468,1167,0.07200000000000001,Brown Ale - American,Barley John's Brewpub
1469,31295,0.095,Stout - Russian Imperial,Fulton Beer
1470,1318819,0.065,Saison / Farmhouse Ale,Like Minds
1471,211702,0.057,Porter - American,Ore Dock Brewing Company
1472,812149,0.062000000000000006,Stout - Other,Sierra Nevada Brewing Co.
1473,589601,0.055999999999999994,IPA - White,Capital Brewery
1474,732903,0.08900000000000001,IPA - Imperial / Double Black,Founders Brewing Co.
1475,375332,0.065,IPA - American,Deschutes Brewery
1476,1656620,0.113,Stout - American Imperial / Double,Weyerbacher Brewing Company
1477,1902717,0.084,IPA - Imperial / Double,Stone Brewing
1478,1945551,0.057,IPA - American,Pearl Street Brewery (Wisconsin)
1479,10364,0.0388,Lager - American Light,Pabst Brewing Company
1480,1293507,0.065,IPA - American,Alamo Beer Company
1481,5027,0.05,Schwarzbier,Rahr & Sons Brewing Company
1482,1199623,0.045,Sour - Berliner Weisse,Pearl Street Brewery (Wisconsin)
1483,1117782,0.042,Sour - Ale,Oasis Texas Brewing Company
1484,262533,0.0475,Golden Ale,Alamo Beer Company
1485,1000595,0.055,Lager - Vienna,Alamo Beer Company
1486,934983,0.07200000000000001,Belgian Dubbel,Oasis Texas Brewing Company
1487,1896197,0.045,IPA - Session / India Session Ale,Door County Brewing Company
1488,1830691,0.0,Lager - North American Adjunct,Alamo Beer Company
1489,11738,0.057999999999999996,Pale Ale - American,Ranger Creek Brewing & Distilling
1490,1185672,0.049,Pale Ale - American,Oasis Texas Brewing Company
1491,1945546,0.067,Spiced / Herbed Beer,Pearl Street Brewery (Wisconsin)
1492,342746,0.086,IPA - American,Community Beer Company
1493,33247,0.06,Stout - Other,Pearl Street Brewery (Wisconsin)
1494,21563,0.06,IPA - American,Freetail Brewing Co.
1495,1120507,0.048,Pilsner - Other,Oasis Texas Brewing Company
1496,1948765,0.065,IPA - American,Oasis Texas Brewing Company
1497,682684,0.048,Kellerbier / Zwickelbier,Oasis Texas Brewing Company
1498,650840,0.095,IPA - Imperial / Double,Deep Ellum Brewing Company
1499,1945544,0.065,Porter - Baltic,Pearl Street Brewery (Wisconsin)
1500,1000411,0.052000000000000005,Pale Ale - International,Alamo Beer Company
1501,1736905,0.126,Scotch Ale / Wee Heavy,Oskar Blues Brewery
1502,1710501,0.145,Stout - American Imperial / Double,Goose Island Beer Co.
1503,5726,0.11,Stout - Russian Imperial,Cigar City Brewing
1504,387221,0.063,Saison / Farmhouse Ale,Blackberry Farm Brewery
1505,1359343,0.053,Pale Ale - American,Toppling Goliath Brewing
1506,1597532,0.052000000000000005,Pale Ale - American,Good City Brewing
1507,1495,0.054000000000000006,Scottish Export Ale,Carlyle Brewing Co.
1508,1847667,0.105,Stout - American,Abita Brewing Company
1509,1406803,0.11,Strong Ale - English,Dogfish Head Craft Brewery
1510,1902891,0.105,Stout - Imperial / Double,Perennial Artisan Ales
1511,347892,0.12,Stout - American Imperial / Double,Evil Twin Brewing
1512,1390011,0.115,Barleywine - American,Central Waters Brewing Company
1513,1590495,0.171,Old Ale,The Bruery
1514,7249,0.052000000000000005,Pale Ale - American,Half Acre Beer Company
1515,1920202,0.127,Stout - American Imperial / Double,Weyerbacher Brewing Company
1516,1675159,0.09,Saison / Farmhouse Ale,Goose Island Beer Co.
1517,5406,0.065,IPA - American,Dark Horse Brewing Co.
1518,1360082,0.11,IPA - Imperial / Double,Oskar Blues Brewery
1519,1508311,0.081,Strong Ale - American,Arrogant Brewing
1520,4134,0.06,Stout - American,Bell's Brewery
1521,1793932,0.136,Barleywine - English,Goose Island Beer Co.
1522,1470649,0.105,Stout - American Imperial / Double,Oskar Blues Brewery
1523,133105,0.053,Cream Ale,Carlyle Brewing Co.
1524,174347,0.046,Kölsch,Peticolas Brewing Company
1525,1741133,0.067,IPA - American,Sierra Nevada Brewing Co.
1526,1562808,0.057999999999999996,Pale Ale - American,Toppling Goliath Brewing
1527,1550942,0.1,Barleywine - American,Upper Hand Brewery
1528,491349,0.065,Sour - American Wild Ale,Real Ale Brewing Company
1529,1928870,0.15,Barleywine - American,Dogfish Head Craft Brewery
1530,1702651,0.059500000000000004,Sour - American Wild Ale,Jester King Brewery
1531,1652647,0.051,Sour - American Wild Ale,Jester King Brewery
1532,863899,0.07,IPA - American,Texas Ale Project
1533,1603110,0.054000000000000006,Porter - American,Good City Brewing
1534,1814966,0.11,Stout - Imperial / Double,Deep Ellum Brewing Company
1535,1716341,0.129,Stout - American Imperial / Double,Oskar Blues Brewery
1536,1869814,0.061,Saison / Farmhouse Ale,One Barrel Brewing Company
1537,1884577,0.13,Porter - Imperial / Double,Barley John's Brewpub
1538,1804474,0.065,Sour - Ale,The Collective Brewing Project
1539,4143,0.1,IPA - Imperial / Double,Bell's Brewery
1540,879066,0.09,Stout - American Imperial / Double,Tyranena Brewing
1541,278125,0.11,Stout - Imperial Oatmeal,Prairie Artisan Ales
1542,1613556,0.042,English Mild Ale,Good City Brewing
1543,1724975,0.052000000000000005,Sour - Ale,New Glarus Brewing Company
1544,1875124,0.077,IPA - American,Short's Brewing Company
1545,1927982,0.08199999999999999,IPA - Imperial / Double,Eagle Park Brewing Company  
1546,1789191,0.068,IPA - American,Like Minds
1547,15593,0.08,Brown Ale - American,Black Husky Brewing
1548,1847473,0.06,IPA - American,MobCraft Beer
1549,72655,0.08800000000000001,Stout - American Imperial / Double,Black Husky Brewing
1550,825543,0.07,Pale Ale - American,Urban Harvest Brewing Company 
1551,2983,0.05,Witbier,Revolution Brewing Company
1552,1849178,0.0786,IPA - Imperial / Double,District 14 Brewery and Pub
1553,933639,0.07200000000000001,Stout - Oatmeal,Like Minds
1554,1889896,0.11800000000000001,Barleywine - American,Good City Brewing
1555,144260,0.054000000000000006,Hefeweizen,Hofbrauhaus Wolters
1556,662638,0.1,IPA - Imperial / Double,Black Husky Brewing
1557,706778,0.051,Pale Ale - American,Brenner Brewing Co.
1558,1573232,0.065,Saison / Farmhouse Ale,Like Minds
1559,34018,0.086,IPA - Imperial / Double,Black Husky Brewing
1560,1928481,0.055999999999999994,IPA - American,Eagle Park Brewing Company  
1561,105492,0.052000000000000005,Pale Ale - American,Tallgrass Brewing Company
1562,1901256,0.07400000000000001,Saison / Farmhouse Ale,Like Minds
1563,14770,0.062000000000000006,Pale Ale - American,Deschutes Brewery
1564,564010,0.075,IPA - Black / Cascadian Dark Ale,Revolution Brewing Company
1565,8510,0.052000000000000005,Lager - North American Adjunct,Capital Brewery
1566,5180,0.08,IPA - Imperial / Double,Lagunitas Brewing Company
1567,171172,0.051,Extra Special / Strong Bitter,Stillmank Brewing Company
1568,3122,0.062000000000000006,Maibock/Helles Bock,Capital Brewery
1569,1775219,0.09,Red Ale - Imperial / Double,Alaskan Brewing Co.
1570,1762056,0.08800000000000001,Stout - Other,Bell's Brewery
1571,1666054,0.1,Stout - Imperial / Double,Dogfish Head Craft Brewery
1572,1136253,0.066,IPA - American,Hop Haus Brewing Company
1573,1948966,0.045,Dunkelweizen,Granite City
1574,1958060,0.085,Gluten-Free,ALT Brew
1575,1656649,0.08,IPA - Imperial / Double,Flying Dog Brewery
1576,1000372,0.053,IPA - Red,Capital Brewery
1577,12536,0.09150000000000001,Brown Ale - Imperial / Double,Short's Brewing Company
1578,392748,0.077,IPA - American,Stone Brewing
1579,1440866,0.098,Stout - American Imperial / Double,Dead Bird Brewing
1580,309144,0.073,Spiced / Herbed Beer,Vintage Brewing Company
1581,1824087,0.078,Sour - Ale,MobCraft Beer
1582,1945552,0.12,Barleywine - American,Pearl Street Brewery (Wisconsin)
1583,888983,0.06,Pale Ale - American,Toppling Goliath Brewing
1584,286120,0.065,Smoked Beer,Karben4 Brewing
1585,566308,0.068,Stout - Other,Karben4 Brewing
1586,1446311,0.067,IPA - American,Hinterland Brewery
1587,1014610,0.085,Stout - Oatmeal,Tyranena Brewing
1588,1614789,0.085,IPA - Imperial / Double,Good City Brewing
1589,1046722,0.095,Sour - American Wild Ale,Victory Brewing Company
1590,1433375,0.062000000000000006,IPA - Black / Cascadian Dark Ale,One Barrel Brewing Company
1591,6407,0.059000000000000004,Pale Ale - American,Lagunitas Brewing Company
1592,3830,0.091,Stout - American Imperial / Double,Victory Brewing Company
1593,1652170,0.055999999999999994,Pale Ale - American,Stone Brewing
1594,1703162,0.08900000000000001,IPA - Imperial / Double,O'so Brewing Company
1595,29100,0.081,Strong Ale - American,Arrogant Brewing
1596,1006728,0.08,Spiced / Herbed Beer,Badger State Brewing Company
1597,34269,0.132,Stout - Russian Imperial,Bell's Brewery
1598,1590500,0.134,Strong Ale - American,The Bruery
1599,25996,0.045,Stout - Oatmeal,Sand Creek Brewing Company
1600,1728980,0.077,Porter - Baltic,Upland Brewing Company
1601,1465,0.095,IPA - Imperial / Double,3 Floyds Brewing Company
1602,30855,0.09,Stout - Russian Imperial,North Coast Brewing Company
1603,3762,0.051,Brown Ale - American,Big Sky Brewing Company
1604,1745003,0.07,Sour - Ale,5 Rabbit Cervecería
1605,59196,0.065,Sour - Berliner Weisse,3 Floyds Brewing Company
1606,1508149,0.055999999999999994,Sour - Ale,New Belgium Brewing Company
1607,1742832,0.07200000000000001,Pale Ale - American,Black Husky Brewing
1608,757242,0.06,Pale Ale - American,Next Door Brewing Company
1609,8745,0.054000000000000006,Hefeweizen,Bayerische Staatsbrauerei Weihenstephan
1610,1753370,0.069,Old Ale,Against the Grain Brewery & Smokehouse
1611,4590,0.057,Fruit Beer,Founders Brewing Co.
1612,574718,0.051,Pale Wheat Ale - American,Saugatuck Brewing Company
1613,362046,0.063,IPA - American,Karben4 Brewing
1614,1171713,0.051,Saison / Farmhouse Ale,Next Door Brewing Company
1615,1679483,0.045,IPA - Session / India Session Ale,3rd Sign Brewery
1616,4499,0.08,IPA - Imperial / Double,Russian River Brewing Company
1617,1191115,0.042,Sour - Ale,Wicked Weed Brewing
1618,1604496,0.05,Sour - Berliner Weisse,Stillwater Artisanal Ales
1619,6273,0.053,Dunkelweizen,Bayerische Staatsbrauerei Weihenstephan
1620,790245,0.138,Stout - American Imperial / Double,Goose Island Beer Co.
1621,1602751,0.047,IPA - Session / India Session Ale,Good City Brewing
1622,18497,0.047,Lager - Dunkel Munich,Klosterbrauerei Weltenburg
1623,1459534,0.11900000000000001,Stout - American Imperial / Double,Founders Brewing Co.
1624,319414,0.052000000000000005,Pale Ale - American,Wicked Weed Brewing
1625,1730435,0.075,IPA - American,3 Floyds Brewing Company
1626,544064,0.105,IPA - Imperial / Double,Melvin Brewing
1627,1597755,0.065,IPA - American,Good City Brewing
1628,334024,0.07,IPA - American,Revolution Brewing Company
1629,726148,0.069,Cider,Island Orchard Cider
1630,1644921,0.065,Pale Ale - New Zealand,Good City Brewing
1631,1093536,0.07,IPA - American,New Holland Brewing Company
1632,7174,0.051,Pale Ale - English,Pisgah Brewing Company
1633,1851525,0.083,Stout - American Imperial / Double,Founders Brewing Co.
1634,880492,0.1,Porter - Imperial / Double,Ballast Point Brewing & Spirits
1635,770148,0.083,IPA - Imperial / Double,Karben4 Brewing
1636,1294612,0.06,Sour - American Wild Ale,O'so Brewing Company
1637,555900,0.048,IPA - Session / India Session Ale,Badger State Brewing Company
1638,1686376,0.07200000000000001,Sour - Ale,MobCraft Beer
1639,1339099,0.0,IPA - American,Leatherhead Brewing Company
1640,1628336,0.06,IPA - American,Knuth Brewing Company
1641,778217,0.07,Spiced / Herbed Beer,O'so Brewing Company
1642,1530319,0.07,Cider,Seattle Cider Company
1643,1614113,0.055,Witbier,Leatherhead Brewing Company
1644,1864058,0.08,Stout - Imperial Milk / Sweet,MobCraft Beer
1645,1386433,0.057,Fruit Beer,Founders Brewing Co.
1646,9176,0.07,IPA - American,O'so Brewing Company
1647,1912232,0.0,Sahti,MobCraft Beer
1648,1545380,0.085,IPA - Imperial / Double,MobCraft Beer
1649,1106896,0.07,Porter - Other,MobCraft Beer
1650,308462,0.09,Stout - American Imperial / Double,Coronado Brewing Company
1651,1642646,0.067,Lager - Pale,Good City Brewing
1652,1707509,0.06,Mead,Crafted Artisan Meadery
1653,616781,0.1,Porter - Imperial / Double,O'so Brewing Company
1654,1875135,0.057999999999999996,Fruit Beer,New Belgium Brewing Company
1655,305901,0.07200000000000001,Stout - Milk / Sweet,O'so Brewing Company
1656,885331,0.069,Cider,Seattle Cider Company
1657,101125,0.07200000000000001,Bock,Biermanufaktur ENGEL
1658,1479512,0.062000000000000006,IPA - American,Ale Asylum
1659,6404,0.053,Porter - English,Ale Asylum
1660,1559566,0.05,Lager - Pale,New Glarus Brewing Company
1661,20677,0.055,Red Ale - American Amber / Red,Minhas Craft Brewery 
1662,21860,0.065,IPA - American,Titletown Brewing Company
1663,1572,0.095,Porter - Baltic,Grupa Żywiec
1664,9040,0.05,Saison / Farmhouse Ale,Minhas Craft Brewery 
1665,61129,0.055,Stout - American,Rhinelander Brewing Company
1666,1204449,0.08,IPA - Imperial / Double,Avery Brewing Co.
1667,244212,0.062000000000000006,Saison / Farmhouse Ale,21st Amendment Brewery
1668,44575,0.07400000000000001,IPA - Belgian,Ale Asylum
1669,91821,0.055,Märzen,Minhas Craft Brewery 
1670,1740377,0.055,Pale Wheat Ale - American,Boston Beer Company
1671,1165382,0.06,Saison / Farmhouse Ale,Minhas Craft Brewery 
1672,521012,0.08199999999999999,Brown Ale - Imperial / Double,Ale Asylum
1673,1704023,0.054000000000000006,Lager - Helles,Boston Beer Company
1674,1866328,0.073,IPA - American,Ale Asylum
1675,25599,0.052000000000000005,Lager - Pale,Maumee Bay Brewing Company
1676,22317,0.07400000000000001,IPA - American,Ale Asylum
1677,84886,0.055,Bock,Minhas Craft Brewery 
1678,1841963,0.12,Stout - American Imperial / Double,AleSmith Brewing Company
1679,1270169,0.07,IPA - American,Rockhound Brewing Company
1680,1727959,0.11,Stout - Russian Imperial,3 Floyds Brewing Company
1681,27488,0.05,Pale Ale - American,Toppling Goliath Brewing
1682,1434145,0.11,Sour - Ale,Cascade Brewing Company (USA)
1683,1930647,0.0975,IPA - Imperial / Double,Bear Republic Brewing Co.
1684,1765605,0.13,Stout - Imperial / Double,Prairie Artisan Ales
1685,1740374,0.062000000000000006,IPA - American,Boston Beer Company
1686,1350572,0.10800000000000001,Stout - Imperial / Double,Avery Brewing Co.
1687,1088404,0.045,IPA - Session / India Session Ale,Alltech Lexington Brewing & Distilling Co.
1688,1270179,0.06,Stout - Other,Rockhound Brewing Company
1689,1270206,0.08,Scotch Ale / Wee Heavy,Rockhound Brewing Company
1690,1270148,0.065,IPA - American,Rockhound Brewing Company
1691,1866711,0.111,Stout - Imperial / Double,Deschutes Brewery
1692,1837610,0.092,IPA - Imperial / Double,Rockhound Brewing Company
1693,1878066,0.12,IPA - Imperial / Double,Dark Horse Brewing Co.
1694,563017,0.105,Stout - American Imperial / Double,Perennial Artisan Ales
1695,1917977,0.07,Pale Ale - American,Rockhound Brewing Company
1696,1335412,0.11900000000000001,Stout - American Imperial / Double,FiftyFifty Brewing Co.
1697,1104923,0.05,Pale Ale - American,Rockhound Brewing Company
1698,762126,0.077,Winter Ale,Goose Island Beer Co.
1699,1941353,0.052000000000000005,Pale Ale - American,Next Door Brewing Company
1700,4887,0.1,Stout - Imperial Milk / Sweet,Southern Tier Brewing Company
1701,1766872,0.08,Saison / Farmhouse Ale,O'so Brewing Company
1702,1421890,0.07,IPA - American,3 Floyds Brewing Company
1703,1639150,0.045,Sour - Ale,O'so Brewing Company
1704,1935609,0.07200000000000001,Scotch Ale / Wee Heavy,Lake Louie Brewing
1705,10519,0.055999999999999994,Lager - Pale,Grupa Żywiec
1706,1040695,0.049,Brown Ale - English,Lake Louie Brewing
1707,1703097,0.045,Fruit Beer,Abita Brewing Company
1708,1927630,0.052000000000000005,Lager - Dark,Backpocket Brewing
1709,187837,0.046,Hefeweizen,Port Huron Brewing Company
1710,91167,0.05,Red Ale - American Amber / Red,Wisconsin Dells Brewing Co.
1711,1770540,0.065,Cider,Blake's Hard Cider Company
1712,1190059,0.07,IPA - American,Port Huron Brewing Company
1713,31488,0.06,Stout - Milk / Sweet,Lake Louie Brewing
1714,1818603,0.033,Other,Backpocket Brewing
1715,473132,0.076,IPA - American,Backpocket Brewing
1716,255308,0.04,Fruit Beer,Wisconsin Dells Brewing Co.
1717,1903305,0.052000000000000005,Pilsner - Other,Lake Louie Brewing
1718,279945,0.062000000000000006,Brown Ale - American,Wisconsin Dells Brewing Co.
1719,938152,0.08,Scottish Ale,Confluence Brewing Company
1720,93057,0.105,Mead,Moonstruck Meadery
1721,260614,0.051,Lager - Pale,Confluence Brewing Company
1722,263807,0.064,IPA - Black / Cascadian Dark Ale,Confluence Brewing Company
1723,88610,0.064,IPA - American,Keg Creek Brewing Company
1724,241633,0.059000000000000004,Scottish Ale,Confluence Brewing Company
1725,1942499,0.105,Mead,Moonstruck Meadery
1726,1181155,0.105,Cider,Moonstruck Meadery
1727,498791,0.052000000000000005,Stout - Other,Keg Creek Brewing Company
1728,1495371,0.102,Belgian Quad,Confluence Brewing Company
1729,1659812,0.08800000000000001,Belgian Strong Golden Ale,Keg Creek Brewing Company
1730,303047,0.073,Doppelbock ,Confluence Brewing Company
1731,1889697,0.05,Sour - Gose,Keg Creek Brewing Company
1732,1326608,0.068,IPA - American,O'so Brewing Company
1733,390650,0.053,Cream Ale,Keg Creek Brewing Company
1734,194121,0.05,Fruit Beer,Keg Creek Brewing Company
1735,11763,0.055,Red Ale - American Amber / Red,Potosi Brewing Company
1736,275247,0.052000000000000005,Fruit Beer,Shock Top Brewing Co.
1737,279733,0.05,Pale Ale - American,Bent River Brewing Company
1738,393337,0.062000000000000006,Porter - American,Tallgrass Brewing Company
1739,254110,0.066,Stout - Oatmeal,Port Huron Brewing Company
1740,7018,0.040999999999999995,Lager - American Light,Anheuser-Busch
1741,1473158,0.05,Brown Ale - American,Aeronaut Brewing Company
1742,7189,0.059500000000000004,Porter - American,Central Waters Brewing Company
1743,748610,0.087,Porter - Other,Odell Brewing Co.
1744,667537,0.057999999999999996,Stout - Milk / Sweet,Wisconsin Dells Brewing Co.
1745,4010,0.05,Lager - Euro,Stella Artois
1746,1900170,0.081,Belgian Dubbel,Wisconsin Dells Brewing Co.
1747,61767,0.065,IPA - American,Potosi Brewing Company
1748,1829448,0.08800000000000001,Brown Ale - Imperial / Double,Blue Heron BrewPub (Wisconsin)
1749,1775122,0.055,Pale Wheat Ale - American,Lagunitas Brewing Company
1750,6504,0.062000000000000006,IPA - American,Redhook Brewery
1751,1273447,0.04,Golden Ale,Sand Creek Brewing Company
1752,327183,0.05,Cider,2 Towns Ciderhouse
1753,503019,0.066,IPA - American,Half Acre Beer Company
1754,1350389,0.055,Lager - American Light,Deschutes Brewery
1755,1158006,0.09,Belgian Strong Golden Ale,Oliphant Brewing
1756,540889,0.052000000000000005,Kellerbier / Zwickelbier,Brauerei Veltins
1757,1884514,0.065,IPA - American,Sierra Nevada Brewing Co.
1758,1022999,0.055,Saison / Farmhouse Ale,Green Flash Brewing Company
1759,1686516,0.0,Hefeweizen,Lakefront Brewery
1760,1470595,0.054000000000000006,Witbier,Avery Brewing Co.
1761,1381971,0.05,Sour - Gose,Pearl Street Brewery (Wisconsin)
1762,1338289,0.055,Pilsner - Other,Founders Brewing Co.
1763,1830596,0.094,IPA - Imperial / Double,Stone Brewing
1764,1379664,0.0,Stout - Other,Stone Arch Brew House
1765,934713,0.047,Gluten-Free,Lakefront Brewery
1766,673016,0.055,Cider,B. Nektar Meadery
1767,4740,0.09699999999999999,Strong Ale - American,Lagunitas Brewing Company
1768,1649768,0.06,Mead,Crafted Artisan Meadery
1769,1874883,0.07200000000000001,Belgian Strong Dark Ale,Vintage Brewing Company
1770,1956374,0.06,IPA - American,Kona Brewing Company
1771,1876851,0.084,IPA - Belgian,Kona Brewing Company
1772,1845074,0.084,Scotch Ale / Wee Heavy,Big Island Brewhaus
1773,1033657,0.057999999999999996,Fruit Beer,Gigantic Brewing Company
1774,251232,0.053,Stout - Milk / Sweet,Belching Beaver Brewery
1775,30866,0.05,Blonde Ale,Kona Brewing Company
1776,1864339,0.048,Witbier,Belching Beaver Brewery
1777,6593,0.06,Stout - Oatmeal,Ballast Point Brewing & Spirits
1778,1355762,0.081,Stout - Milk / Sweet,Karben4 Brewing
1779,1247016,0.045,Pale Ale - Belgian,Big Island Brewhaus
1780,1941882,0.055999999999999994,Brown Ale - American,Big Island Brewhaus
1781,389240,0.064,IPA - English,Summit Brewing Company
1782,30424,0.055,Hefeweizen,Kyodo Shoji COEDO Brewery
1783,1270782,0.069,Cider,Tieton Cider Works
1784,1288584,0.066,IPA - American,Belching Beaver Brewery
1785,4659,0.08,Belgian Strong Dark Ale,Dogfish Head Craft Brewery
1786,1625274,0.065,Gluten-Free,Old Abe Brewing
1787,648966,0.045,Cream Ale,Big Island Brewhaus
1788,27608,0.08,IPA - Imperial / Double,Toppling Goliath Brewing
1789,471505,0.067,IPA - American,Breakside Brewery
1790,208793,0.08,Stout - Russian Imperial,Kona Brewing Company
1791,1949507,0.045,Sour - Ale,Big Island Brewhaus
1792,1817374,0.042,Sour - Ale,Two Brothers Brewing Company
1793,1922696,0.0,Fruit Beer,Big Island Brewhaus
1794,57333,0.057999999999999996,Porter - Other,Big Island Brewhaus
1795,49918,0.069,IPA - American,Big Island Brewhaus
1796,1401,0.052000000000000005,Porter - American,Redhook Brewery
1797,1295602,0.045,Pale Wheat Ale - American,Kona Brewing Company
1798,1959105,0.0,Pale Ale - Belgian,Old Abe Brewing
1799,1932374,0.045,IPA - American,Kona Brewing Company
1800,66101,0.085,Blonde Ale - Belgian Blonde / Golden,Big Island Brewhaus
1801,205443,0.068,Rauchbier,Big Island Brewhaus
1802,131443,0.04,Porter - American,Wasatch Brewery
1803,305362,0.105,IPA - Imperial / Double,3 Floyds Brewing Company
1804,4594,0.066,Rye IPA,Founders Brewing Co.
1805,880465,0.1,Porter - Imperial / Double,Ballast Point Brewing & Spirits
1806,602114,0.065,Stout - American,3 Sheeps Brewing Company
1807,3778,0.046,Lager - North American Adjunct,Miller Brewing Company
1808,1452078,0.049,Sour - Ale,Dogfish Head Craft Brewery
1809,818066,0.1,Porter - Imperial / Double,Ballast Point Brewing & Spirits
1810,311159,0.055999999999999994,Saison / Farmhouse Ale,New Holland Brewing Company
1811,1755816,0.085,Saison / Farmhouse Ale,New Glarus Brewing Company
1812,36834,0.047,IPA - Session / India Session Ale,Founders Brewing Co.
1813,196236,0.048,Kölsch,One Barrel Brewing Company
1814,1588555,0.068,Spiced / Herbed Beer,Flying Dog Brewery
1815,145448,0.12,Stout - American Imperial / Double,Evil Twin Brewing
1816,278737,0.09300000000000001,Winter Ale,One Barrel Brewing Company
1817,10718,0.0785,Brown Ale - Imperial / Double,Lagunitas Brewing Company
1818,998286,0.065,IPA - American,Green Flash Brewing Company
1819,1473276,0.09,Barleywine - American,JailHouse Brewing Company
1820,4136,0.057999999999999996,Red Ale - American Amber / Red,Bell's Brewery
1821,341390,0.11800000000000001,Belgian Quad,Weyerbacher Brewing Company
1822,654327,0.1,Belgian Quad,Three Taverns Craft Brewery
1823,1866940,0.113,Brown Ale - Imperial / Double,Goose Island Beer Co.
1824,1388153,0.075,Sour - American Wild Ale,Paradox Beer Company (Colorado)
1825,1258570,0.08199999999999999,IPA - Imperial / Double,Hop Haus Brewing Company
1826,1763939,0.08199999999999999,Stout - Oatmeal,Vintage Brewing Company
